product_id,date,cost_price,price,price_elasticity,inventory_velocity,price_gap,demand_trend
P001,2023-01-02,26.98,49.96,-1.8512941176470588,0.12826603325415678,-0.03138364779874081,68.0
P001,2023-01-04,26.98,44.96,0.8467796610169491,0.12826603325415678,-5.031383647798741,60.333333333333336
P001,2023-01-05,26.98,47.46,0.666074074074074,0.1330166270783848,-2.531383647798741,58.75
P001,2023-01-06,26.98,49.96,0.33899999999999997,0.13539192399049882,-0.03138364779874081,58.2
P001,2023-01-07,26.98,52.46,-2.1035789473684208,0.12114014251781473,2.468616352201259,58.0
P001,2023-01-08,26.98,54.96,-2.4687058823529413,0.10688836104513064,4.968616352201259,57.0
P001,2023-01-09,26.98,47.46,-2.2798222222222226,0.14014251781472684,-2.531383647798741,53.714285714285715
P001,2023-01-10,26.98,44.96,-0.6435254237288135,0.14489311163895488,-5.031383647798741,54.42857142857143
P001,2023-01-11,26.98,49.96,-0.5896393442622951,0.13539192399049882,-0.03138364779874081,54.714285714285715
P001,2023-01-12,26.98,52.46,-2.1035789473684208,0.12114014251781473,2.468616352201259,55.142857142857146
P001,2023-01-13,26.98,49.96,-0.0,0.12114014251781473,-0.03138364779874081,54.42857142857143
P001,2023-01-14,26.98,57.45,-0.6539438205188616,0.10926365795724466,7.458616352201261,53.57142857142857
P001,2023-01-15,26.98,47.46,-1.6252121686904293,0.14014251781472684,-2.531383647798741,52.857142857142854
P001,2023-01-17,26.98,52.46,-1.1656842105263157,0.1187648456057007,2.468616352201259,54.57142857142857
P001,2023-01-18,26.98,54.96,0.0,0.1187648456057007,4.968616352201259,53.0
P001,2023-01-19,26.98,52.46,-1.31904,0.12589073634204276,2.468616352201259,52.0
P001,2023-01-20,26.98,54.96,-0.3959245283018868,0.12351543942992874,4.968616352201259,52.285714285714285
P001,2023-01-21,26.98,47.46,-0.5636923076923078,0.1330166270783848,-2.531383647798741,52.42857142857143
P001,2023-01-22,26.98,57.45,-1.357357357357357,0.09501187648456057,7.458616352201261,53.857142857142854
P001,2023-01-23,26.98,42.47,-1.7258010680907876,0.1377672209026128,-7.521383647798743,51.142857142857146
P001,2023-01-24,26.98,52.46,-0.5863794829312069,0.1187648456057007,2.468616352201259,51.285714285714285
P001,2023-01-25,26.98,47.46,-1.6787200000000002,0.1377672209026128,-2.531383647798741,51.285714285714285
P001,2023-01-27,26.98,57.45,-1.3886809886809885,0.10926365795724466,7.458616352201261,54.142857142857146
P001,2023-01-28,26.98,49.96,-1.167208451848842,0.12589073634204276,-0.03138364779874081,53.285714285714285
P001,2023-01-29,26.98,52.46,-1.1311698113207547,0.1187648456057007,2.468616352201259,52.857142857142854
P001,2023-01-30,26.98,49.96,-2.0984000000000003,0.13064133016627077,-0.03138364779874081,54.285714285714285
P001,2023-01-31,26.98,42.47,-0.9702148318970746,0.1496437054631829,-7.521383647798743,53.857142857142854
P001,2023-02-01,26.98,54.96,-0.8096000610011816,0.11401425178147269,4.968616352201259,55.714285714285715
P001,2023-02-02,26.98,57.45,-0.919678714859437,0.10926365795724466,7.458616352201261,54.285714285714285
P001,2023-02-04,26.98,47.46,-1.2501632066849457,0.1330166270783848,-2.531383647798741,51.57142857142857
P001,2023-02-05,26.98,49.96,-2.3729999999999998,0.1163895486935867,-0.03138364779874081,52.0
P001,2023-02-06,26.98,54.96,-0.815673469387755,0.10688836104513064,4.968616352201259,51.857142857142854
P001,2023-02-07,26.98,47.46,-2.4426666666666668,0.14251781472684086,-2.531383647798741,50.42857142857143
P001,2023-02-08,26.98,52.46,-1.2656,0.12351543942992874,2.468616352201259,50.0
P001,2023-02-09,26.98,47.46,-0.40353846153846157,0.12826603325415678,-2.531383647798741,50.57142857142857
P001,2023-02-12,26.98,44.96,3.4001194029850743,0.13064133016627077,-5.031383647798741,56.142857142857146
P001,2023-02-13,26.98,47.46,2.288872727272727,0.14726840855106887,-2.531383647798741,57.0
P001,2023-02-14,26.98,57.45,-1.302625205851012,0.10688836104513064,7.458616352201261,59.42857142857143
P001,2023-02-15,26.98,42.47,-1.534045393858478,0.1496437054631829,-7.521383647798743,57.285714285714285
P001,2023-02-16,26.98,49.96,-0.6300252188102654,0.1330166270783848,-0.03138364779874081,58.857142857142854
P001,2023-02-17,26.98,57.45,-1.548445546442876,0.1021377672209026,7.458616352201261,59.142857142857146
P001,2023-02-18,26.98,52.46,-1.874213543365801,0.1187648456057007,2.468616352201259,55.857142857142854
P001,2023-02-19,26.98,44.96,-0.8393599999999999,0.1330166270783848,-5.031383647798741,53.42857142857143
P001,2023-02-20,26.98,57.45,-0.9641999313736702,0.09738717339667459,7.458616352201261,53.57142857142857
P001,2023-02-21,26.98,47.46,-1.4026221343294512,0.12114014251781473,-2.531383647798741,50.57142857142857
P001,2023-02-22,26.98,44.96,-10.0,0.19714964370546317,-5.031383647798741,51.42857142857143
P001,2023-02-23,26.98,49.96,-3.358457831325301,0.12351543942992874,-0.03138364779874081,54.285714285714285
P001,2023-02-24,26.98,44.96,-1.5372307692307694,0.14251781472684086,-5.031383647798741,53.714285714285715
P001,2023-02-25,26.98,49.96,0.0,0.14251781472684086,-0.03138364779874081,56.142857142857146
P001,2023-02-26,26.98,42.47,0.11117044948820647,0.14014251781472684,-7.521383647798743,57.57142857142857
P001,2023-02-27,26.98,47.46,0.5770184436669947,0.1496437054631829,-2.531383647798741,58.0
P001,2023-03-01,26.98,49.96,5.867781818181818,0.171021377672209,-0.03138364779874081,61.714285714285715
P001,2023-03-02,26.98,54.96,-3.469444444444444,0.11163895486935867,4.968616352201259,60.142857142857146
P001,2023-03-03,26.98,52.46,-2.3387234042553193,0.12351543942992874,2.468616352201259,59.42857142857143
P001,2023-03-04,26.98,54.96,-0.8070769230769231,0.1187648456057007,4.968616352201259,58.285714285714285
P001,2023-03-05,26.98,49.96,-1.0992000000000002,0.13064133016627077,-0.03138364779874081,56.857142857142854
P001,2023-03-06,26.98,52.46,-1.0900363636363635,0.12351543942992874,2.468616352201259,56.285714285714285
P001,2023-03-08,26.98,47.46,-2.7714716981132077,0.15914489311163896,-2.531383647798741,54.42857142857143
P001,2023-03-10,26.98,49.96,-1.074566037735849,0.1187648456057007,-0.03138364779874081,54.57142857142857
P001,2023-03-12,26.98,47.46,-0.35059649122807013,0.1377672209026128,-2.531383647798741,55.285714285714285
P001,2023-03-13,26.98,49.96,-1.636551724137931,0.12589073634204276,-0.03138364779874081,55.714285714285715
P001,2023-03-17,26.98,47.46,1.0705714285714285,0.12589073634204276,-2.531383647798741,54.42857142857143
P001,2023-03-18,26.98,49.96,-2.149132075471698,0.11163895486935867,-0.03138364779874081,54.857142857142854
P001,2023-03-19,26.98,44.96,-6.165276595744681,0.18052256532066507,-5.031383647798741,53.42857142857143
P001,2023-03-20,26.98,52.46,-1.9719298245614036,0.12114014251781473,2.468616352201259,56.0
P001,2023-03-21,26.98,49.96,-0.8229019607843138,0.12589073634204276,-0.03138364779874081,55.714285714285715
P001,2023-03-22,26.98,44.96,-1.3196981132075472,0.14251781472684086,-5.031383647798741,55.857142857142854
P001,2023-03-23,26.98,47.46,-1.7984,0.12826603325415678,-2.531383647798741,56.57142857142857
P001,2023-03-24,26.98,52.46,0.17577777777777776,0.13064133016627077,2.468616352201259,56.285714285714285
P001,2023-03-26,26.98,54.96,-2.017692307692308,0.11163895486935867,4.968616352201259,57.285714285714285
P001,2023-03-27,26.98,49.96,-2.3387234042553193,0.13539192399049882,-0.03138364779874081,53.142857142857146
P001,2023-03-28,26.98,44.96,0.35059649122807013,0.13064133016627077,-5.031383647798741,54.0
P001,2023-03-29,26.98,54.96,-0.5722181818181817,0.11401425178147269,4.968616352201259,54.285714285714285
P001,2023-03-30,26.98,47.46,-1.374,0.13539192399049882,-2.531383647798741,52.57142857142857
P001,2023-03-31,26.98,52.46,-0.6661052631578946,0.12589073634204276,2.468616352201259,53.0
P001,2023-04-01,26.98,49.96,0.7918490566037736,0.12114014251781473,-0.03138364779874081,52.714285714285715
P001,2023-04-04,26.98,52.46,-2.067310344827586,0.12351543942992874,2.468616352201259,54.0
P001,2023-04-06,26.98,44.96,-0.8564897959183673,0.13064133016627077,-5.031383647798741,53.714285714285715
P001,2023-04-07,26.98,49.96,0.9809454545454545,0.14489311163895488,-0.03138364779874081,53.42857142857143
P001,2023-04-08,26.98,54.96,-1.965639344262295,0.1163895486935867,4.968616352201259,54.57142857142857
P001,2023-04-09,26.98,52.46,-0.0,0.1163895486935867,2.468616352201259,54.285714285714285
P001,2023-04-12,26.98,47.46,-1.0492000000000001,0.13064133016627077,-2.531383647798741,51.57142857142857
P001,2023-04-13,26.98,49.96,-1.725818181818182,0.1187648456057007,-0.03138364779874081,52.42857142857143
P001,2023-04-16,26.98,44.96,-2.067310344827586,0.166270783847981,-5.031383647798741,51.714285714285715
